1	10
2	31
3	26
4	22
5	23
6	12
7	14
8	31
9	16
10	7
11	6
12	32
13	23
14	12
15	13
16	5
17	14
18	26
19	7
20	20
21	20
22	22
23	32
24	14
25	2
26	19
27	25
28	28
29	19
30	22
31	6
32	16
33	4
34	23
35	4
36	24
37	21
38	25
39	31
40	5
41	12
42	15
43	14
44	21
45	23
46	29
47	26
48	1
49	5
50	24
51	1
52	23
53	8
54	18
55	2
56	32
57	22
58	8
59	31
60	15
61	24
62	5
63	4
64	24
65	13
66	3
67	12
68	7
69	9
70	28
71	26
72	7
73	20
74	31
75	32
76	25
77	8
78	6
79	32
80	16
81	4
82	32
83	23
84	19
85	1
86	27
87	9
88	8
89	18
90	30
91	17
92	10
93	24
94	5
95	4
96	12
97	21
98	4
99	17
100	3
101	7
102	8
103	16
104	26
105	3
106	18
107	32
108	19
109	25
110	10
111	23
112	28
113	29
114	16
115	15
116	16
117	4
118	28
119	26
120	24
121	30
122	8
123	11
124	32
125	4
126	12
127	3
128	31
129	31
130	9
131	8
132	5
133	3
134	4
135	9
136	16
137	11
138	31
139	11
140	30
141	31
142	8
143	28
144	14
145	19
146	14
147	18
148	28
149	8
150	1
151	26
152	13
153	16
154	8
155	5
156	20
157	8
158	23
159	1
160	11
161	3
162	18
163	12
164	3
165	19
166	13
167	7
168	7
169	1
170	16
171	19
172	20
173	6
174	5
175	7
176	27
177	1
178	2
179	26
180	16
181	21
182	8
183	30
184	5
185	21
186	8
187	30
188	5
189	16
190	31
191	8
192	25
193	7
194	21
195	4
196	21
197	5
198	19
199	24
200	9
201	5
202	17
203	1
204	31
205	1
206	1
207	18
208	29
209	30
210	23
19735	4
211	7
212	10
213	21
214	7
215	7
216	1
217	27
218	5
219	26
220	24
221	12
222	18
223	28
224	5
225	16
226	13
227	21
228	30
229	20
230	5
231	7
232	3
233	16
234	29
235	4
236	15
237	23
238	9
239	14
240	27
241	22
242	16
243	3
244	30
245	8
246	20
247	27
248	22
249	19
250	9
251	25
252	1
253	20
254	16
255	25
256	13
257	8
19736	31
258	31
259	23
260	21
261	16
262	2
263	24
264	10
265	22
266	18
267	13
268	13
269	31
270	2
271	32
272	24
273	18
274	9
275	2
276	14
277	13
278	6
279	26
280	17
281	25
282	30
283	25
284	18
285	4
286	8
287	3
288	31
289	25
290	20
291	10
292	1
293	24
294	9
295	6
296	3
297	26
298	10
299	25
300	1
301	13
302	10
303	8
304	8
305	11
306	4
307	13
308	11
309	3
310	11
311	11
312	21
313	7
314	3
315	23
316	19
317	32
318	18
319	8
320	3
321	10
322	6
323	29
324	25
325	14
326	2
327	23
328	15
329	25
330	7
19737	2
331	18
332	1
333	28
334	13
335	9
336	15
337	2
338	23
339	6
340	17
341	31
342	20
343	5
344	7
345	17
346	12
347	10
348	16
349	31
350	23
351	7
352	3
353	2
354	30
355	31
356	12
357	24
358	5
359	14
360	10
361	20
362	18
363	7
364	14
365	6
366	23
367	1
368	22
369	26
370	27
371	13
372	5
373	18
374	3
375	19
376	27
377	25
378	19
379	8
380	20
381	11
382	2
383	5
384	22
385	28
19738	23
386	22
387	5
388	10
389	17
390	19
391	30
392	11
393	18
394	10
395	16
396	7
397	6
398	24
399	24
400	27
401	29
402	3
403	7
404	11
405	9
406	21
407	11
408	6
409	31
410	7
411	5
412	28
413	3
414	7
415	7
416	13
417	3
418	16
419	14
420	12
421	18
422	23
423	25
424	23
425	25
426	7
427	20
428	15
429	1
430	18
431	23
432	8
433	29
434	2
435	23
436	24
437	11
438	7
439	20
440	3
441	11
442	24
443	2
444	28
445	17
446	18
447	20
448	1
449	11
450	9
451	8
452	20
453	27
454	5
455	24
456	8
457	31
458	10
459	26
460	18
461	12
462	12
463	18
464	1
465	7
466	2
467	1
468	3
469	8
470	18
471	29
472	29
473	28
474	12
475	29
476	25
477	30
478	26
479	9
480	13
481	1
482	29
483	29
484	30
485	30
486	31
487	10
488	29
489	18
490	26
491	22
492	2
493	15
494	16
495	15
496	9
497	20
498	9
499	8
500	12
501	6
502	3
503	14
504	24
505	12
506	24
507	10
508	24
509	16
510	16
511	20
512	7
513	2
514	7
515	16
516	31
517	18
518	13
519	24
520	11
521	26
522	29
523	1
524	5
525	22
526	9
527	21
528	20
529	24
530	11
531	5
532	2
533	31
534	2
535	12
536	8
537	29
538	5
539	32
540	22
541	8
542	8
543	26
544	11
545	27
546	7
547	9
548	27
549	21
550	5
551	1
552	20
553	7
554	26
555	18
556	13
557	22
558	21
559	5
560	19
561	15
562	28
563	1
564	10
565	1
566	22
567	1
568	14
569	14
570	26
571	8
572	18
573	7
574	21
575	1
576	4
577	25
578	1
579	5
580	29
581	23
582	29
583	5
584	15
585	31
586	26
587	4
588	19
589	19
590	28
591	14
592	8
593	30
594	31
595	4
596	3
597	28
598	20
599	16
600	6
601	16
602	12
603	25
604	10
605	24
606	30
607	8
608	4
609	8
610	22
611	17
612	5
613	28
614	4
615	1
616	20
617	31
618	10
619	13
620	25
621	15
622	30
623	16
624	6
625	26
626	27
627	26
628	29
19993	4
629	1
630	10
631	6
632	2
633	22
634	31
635	7
636	24
637	8
638	21
639	11
640	25
641	18
642	21
643	20
644	18
645	26
646	14
647	28
648	32
649	12
650	28
651	30
652	25
653	28
654	20
655	14
656	29
657	7
658	16
659	1
660	6
661	30
662	15
663	9
664	31
665	15
666	16
667	30
668	2
669	19
670	26
671	24
672	10
673	29
674	31
675	1
676	16
677	10
678	30
679	15
680	10
681	1
682	16
683	10
684	28
685	2
686	11
687	31
688	27
689	9
690	25
691	28
692	32
693	30
694	16
695	32
696	6
697	22
698	9
699	22
700	30
701	17
702	26
703	19
704	19
705	16
706	32
707	30
708	30
709	30
710	26
711	29
712	25
713	1
714	23
715	30
716	7
717	3
718	19
719	29
720	20
721	4
722	12
723	8
724	31
725	15
726	8
727	7
728	31
729	7
730	5
731	10
732	10
733	32
734	17
735	7
736	1
737	13
738	10
739	25
740	23
741	13
742	17
743	13
744	29
745	24
746	11
747	10
748	23
749	20
750	26
751	16
752	27
753	6
754	16
755	13
756	8
757	20
758	24
759	22
19739	32
760	4
761	24
762	25
763	7
764	23
765	14
766	5
767	9
768	9
769	26
770	29
771	8
772	21
773	28
774	31
775	27
19740	2
776	6
777	21
778	30
779	18
780	30
781	16
782	31
783	18
784	29
785	22
786	23
787	22
788	10
789	21
19741	8
790	18
791	1
792	5
793	20
794	9
795	7
796	6
797	3
798	6
799	15
800	31
801	25
802	15
803	31
804	29
805	26
806	28
807	20
808	11
809	26
810	12
811	7
812	1
813	32
814	22
815	8
816	8
817	25
818	25
819	26
820	22
821	12
822	11
823	6
824	8
825	29
826	18
827	27
828	6
829	28
830	12
831	32
832	16
833	2
834	14
835	8
836	2
837	4
838	22
839	3
840	23
841	13
842	30
843	14
844	31
845	13
846	29
847	27
848	15
849	24
850	18
851	7
852	14
853	15
854	13
855	8
856	28
857	29
858	6
859	28
860	25
861	25
862	10
863	8
864	28
865	23
866	2
867	5
868	5
869	24
870	19
871	26
872	14
873	28
874	1
875	23
876	11
877	6
878	12
879	6
880	23
881	31
882	12
883	20
884	26
885	17
886	27
19742	11
887	23
888	8
889	5
890	26
891	31
892	11
893	17
894	18
895	29
896	22
897	22
898	14
899	9
900	14
19743	19
901	12
902	19
903	21
904	22
905	17
906	16
907	7
908	20
909	28
910	1
911	1
912	4
913	12
914	28
915	27
916	23
917	19
918	16
919	28
920	18
921	31
922	7
923	6
924	2
925	10
926	5
927	26
928	10
929	20
930	1
931	5
932	9
933	3
934	31
935	32
936	12
937	20
938	26
939	10
940	29
941	2
942	2
943	21
944	3
945	7
946	3
947	25
948	16
949	10
950	30
951	2
952	20
953	31
954	20
955	7
956	3
957	13
958	24
959	18
960	30
961	22
962	30
963	7
964	8
965	32
966	23
967	31
968	23
969	17
970	32
971	10
972	4
973	6
974	3
975	3
976	22
977	24
978	16
979	3
980	30
981	20
982	9
983	23
984	19
985	1
986	32
987	23
988	18
989	16
990	26
991	15
992	2
993	23
994	20
995	1
996	9
997	20
998	5
999	2
1000	22
1001	16
1002	6
1003	26
1004	15
1005	1
1006	6
1007	3
1008	23
1009	7
1010	1
1011	23
1012	20
1013	28
1014	31
1015	16
1016	14
1017	15
1018	16
1019	7
1020	10
1021	10
1022	26
1023	4
1024	12
1025	9
1026	16
1027	25
1028	18
1029	31
1030	30
1031	19
1032	28
1033	5
1034	23
1035	19
1036	2
1037	29
1038	7
1039	10
1040	5
1041	20
1042	31
1043	9
1044	18
1045	9
1046	15
1047	15
1048	31
1049	30
1050	22
1051	12
19744	8
1052	31
1053	26
1054	22
1055	5
1056	19
19745	1
1057	20
1058	20
1059	13
1060	3
1061	32
1062	8
1063	20
1064	30
1065	20
1066	5
1067	20
1068	8
1069	11
1070	6
1071	22
1072	23
1073	9
1074	16
1075	26
1076	5
1077	5
1078	18
1079	7
1080	29
1081	5
1082	20
1083	1
1084	25
1085	30
1086	16
1087	2
1088	32
1089	11
1090	23
1091	10
1092	24
1093	26
1094	30
1095	1
1096	5
1097	9
1098	29
1099	12
1100	23
1101	21
1102	28
1103	22
1104	21
1105	32
1106	17
1107	12
1108	26
1109	2
1110	32
1111	30
1112	14
1113	2
1114	13
1115	5
1116	9
1117	14
1118	23
1119	9
1120	30
1121	13
1122	17
1123	24
1124	1
1125	23
1126	23
1127	3
1128	22
1129	31
1130	2
1131	18
1132	18
1133	24
1134	20
1135	1
1136	30
1137	25
1138	8
1139	3
1140	18
1141	26
1142	6
1143	32
1144	20
1145	9
1146	28
1147	21
1148	8
1149	9
1150	11
1151	24
1152	18
1153	16
1154	13
1155	1
1156	28
1157	27
1158	15
1159	18
1160	20
1161	16
1162	3
1163	25
1164	32
1165	20
1166	20
1167	19
1168	28
1169	20
1170	1
1171	10
1172	30
1173	13
1174	31
1175	2
1176	31
1177	10
1178	31
1179	4
1180	20
1181	6
1182	11
1183	17
1184	3
1185	31
1186	12
1187	23
1188	16
1189	25
1190	29
1191	24
1192	13
1193	1
1194	24
1195	25
1196	18
1197	11
1198	15
1199	15
1200	13
1201	25
1202	15
1203	20
1204	1
1205	13
1206	15
1207	7
1208	15
1209	32
1210	9
1211	28
1212	32
1213	9
1214	22
1215	15
1216	1
1217	28
1218	11
1219	32
1220	18
19746	28
1221	6
1222	23
1223	17
1224	25
1225	9
1226	27
1227	8
1228	8
1229	31
1230	12
1231	22
1232	32
1233	10
1234	15
1235	3
1236	32
1237	23
1238	11
1239	16
1240	32
1241	26
1242	13
1243	18
1244	9
1245	4
1246	23
1247	14
1248	7
1249	10
1250	30
1251	16
1252	31
1253	13
1254	7
1255	31
1256	30
1257	24
1258	31
1259	13
1260	29
1261	15
1262	12
1263	14
1264	11
1265	19
1266	27
1267	30
1268	8
1269	22
1270	5
1271	13
1272	1
1273	16
1274	16
1275	31
1276	10
1277	2
1278	30
1279	15
1280	3
1281	23
1282	26
1283	29
1284	23
1285	9
1286	30
1287	16
1288	1
1289	30
1290	30
1291	11
1292	11
1293	4
1294	7
1295	25
1296	5
1297	26
1298	2
1299	32
1300	23
1301	30
1302	5
1303	7
1304	8
1305	3
1306	20
1307	2
1308	28
1309	6
1310	12
1311	20
1312	31
1313	8
1314	28
1315	8
1316	10
1317	19
1318	11
1319	9
1320	6
1321	1
1322	1
1323	24
1324	20
1325	27
1326	19
1327	22
1328	8
1329	31
1330	30
1331	2
1332	10
1333	22
1334	24
1335	9
1336	1
1337	21
1338	30
1339	22
1340	10
1341	4
1342	4
1343	31
1344	21
1345	7
1346	16
1347	7
1348	28
1349	7
1350	31
1351	2
1352	6
1353	8
1354	19
1355	19
1356	5
1357	11
1358	25
1359	3
1360	14
1361	17
1362	7
1363	25
1364	12
1365	15
1366	12
1367	17
1368	8
1369	23
1370	5
1371	32
1372	14
1373	12
1374	10
1375	11
1376	29
1377	20
1378	15
1379	30
1380	7
1381	28
1382	19
1383	15
1384	29
1385	14
1386	14
1387	32
1388	23
1389	5
1390	16
1391	32
1392	10
1393	2
1394	19
1395	12
1396	28
1397	31
1398	4
1399	26
1400	28
1401	14
1402	9
1403	23
1404	1
1405	26
1406	7
1407	26
1408	16
1409	7
1410	17
1411	7
1412	16
1413	7
1414	29
1415	25
1416	16
1417	8
1418	7
1419	26
1420	9
1421	3
1422	27
1423	1
1424	24
1425	3
1426	26
1427	2
1428	29
1429	22
1430	23
1431	5
1432	25
1433	4
1434	18
1435	23
1436	3
1437	30
1438	3
1439	29
1440	20
1441	6
1442	22
1443	32
1444	8
1445	8
1446	2
1447	26
1448	16
1449	20
1450	17
1451	4
1452	1
1453	19
1454	23
1455	31
1456	30
1457	12
1458	3
1459	1
1460	14
1461	2
1462	2
1463	5
1464	10
1465	12
1466	20
1467	18
1468	13
1469	9
1470	20
1471	16
1472	12
1473	26
1474	31
1475	5
1476	31
19747	11
1477	20
1478	29
1479	13
1480	7
1481	19
1482	12
1483	28
1484	30
1485	18
1486	32
1487	17
1488	23
1489	17
1490	26
19748	4
1491	16
1492	23
1493	6
1494	10
1495	26
1496	25
1497	16
1498	24
1499	7
1500	12
1501	7
1502	2
1503	23
1504	9
1505	20
1506	5
1507	8
1508	29
19749	32
1509	6
1510	29
1511	7
1512	7
1513	8
1514	6
1515	19
1516	24
1517	19
1518	9
1519	30
1520	1
1521	23
1522	30
1523	31
1524	7
1525	24
1526	23
1527	23
1528	23
1529	28
1530	18
1531	24
1532	10
1533	6
1534	23
1535	9
1536	17
19750	17
1537	16
1538	9
1539	29
1540	27
1541	2
1542	22
1543	29
1544	17
1545	10
1546	11
1547	10
1548	20
1549	27
1550	29
1551	2
1552	12
1553	29
1554	10
1555	6
1556	20
1557	3
1558	28
1559	18
1560	23
1561	2
1562	7
1563	8
1564	21
1565	6
1566	3
1567	26
1568	11
19751	17
1569	22
1570	5
1571	21
1572	9
1573	26
1574	1
