804	849	1
804	983	1
1	789	1
2	569	1
3	223	1
3	848	1
3	447	1
805	503	1
806	699	1
806	571	1
806	983	1
4	402	1
4	446	1
5	390	1
7	324	1
8	513	1
958	720	1
9	947	1
9	198	1
9	769	1
10	327	1
807	960	1
807	846	1
13	437	1
14	835	1
808	990	1
17	205	1
17	35	1
18	602	1
18	218	1
18	129	1
809	744	1
809	904	1
810	998	1
23	411	1
811	445	1
24	6	1
24	13	1
24	178	1
959	421	1
959	32	1
26	475	1
27	287	1
27	719	1
27	426	1
28	146	1
28	105	1
28	131	1
28	309	1
29	480	1
960	255	1
960	882	1
33	474	1
35	263	1
36	653	1
36	733	1
38	802	1
40	720	1
40	608	1
40	358	1
40	520	1
41	339	1
816	27	1
43	3	1
43	148	1
44	371	1
45	639	1
45	195	1
46	199	1
46	142	1
48	154	1
50	947	1
817	256	1
818	626	1
818	559	1
819	112	1
52	509	1
52	820	1
53	209	1
55	14	1
56	670	1
56	111	1
57	609	1
59	927	1
822	304	1
61	537	1
62	981	1
63	317	1
64	806	1
67	786	1
68	646	1
69	234	1
69	38	1
69	616	1
69	984	1
823	224	1
823	888	1
72	177	1
72	212	1
73	71	1
73	522	1
73	431	1
75	499	1
76	50	1
76	511	1
77	803	1
77	667	1
78	229	1
78	709	1
80	17	1
80	938	1
81	175	1
81	754	1
82	127	1
82	204	1
83	434	1
85	801	1
86	924	1
87	259	1
88	573	1
825	787	1
826	316	1
826	748	1
826	581	1
89	783	1
89	194	1
89	435	1
91	477	1
91	242	1
91	341	1
827	140	1
94	80	1
828	950	1
97	617	1
98	449	1
829	708	1
99	732	1
102	849	1
103	190	1
103	632	1
106	221	1
107	727	1
107	786	1
108	778	1
109	553	1
111	663	1
111	453	1
112	613	1
835	511	1
835	800	1
114	234	1
118	506	1
118	223	1
120	345	1
120	940	1
121	195	1
122	97	1
122	727	1
124	854	1
124	918	1
837	362	1
126	825	1
127	115	1
127	854	1
128	932	1
129	752	1
129	432	1
130	148	1
133	2	1
133	434	1
839	821	1
137	50	1
137	947	1
138	612	1
139	136	1
139	456	1
143	639	1
144	366	1
144	493	1
144	308	1
145	120	1
146	401	1
146	941	1
151	842	1
151	263	1
151	141	1
153	479	1
153	413	1
157	637	1
158	569	1
160	745	1
160	37	1
160	448	1
161	415	1
167	422	1
167	555	1
843	6	1
843	583	1
843	262	1
844	825	1
845	446	1
169	179	1
172	3	1
173	37	1
846	645	1
846	698	1
848	771	1
848	3	1
174	910	1
177	232	1
178	437	1
850	570	1
183	536	1
184	197	1
184	87	1
186	345	1
966	975	1
188	37	1
188	38	1
192	752	1
192	164	1
192	244	1
192	682	1
193	453	1
193	803	1
194	793	1
194	783	1
194	253	1
195	39	1
967	860	1
967	255	1
197	272	1
198	213	1
968	561	1
968	760	1
200	139	1
853	761	1
853	287	1
202	881	1
203	600	1
203	907	1
204	542	1
205	847	1
206	61	1
207	580	1
210	992	1
211	837	1
212	181	1
212	726	1
214	799	1
214	101	1
215	139	1
215	894	1
217	150	1
219	134	1
219	725	1
219	53	1
220	923	1
220	149	1
220	228	1
221	702	1
222	226	1
223	246	1
223	435	1
225	788	1
225	860	1
226	150	1
226	992	1
228	533	1
229	848	1
229	491	1
230	135	1
233	46	1
233	6	1
997	263	1
997	150	1
997	842	1
234	289	1
234	72	1
235	702	1
237	517	1
237	765	1
241	965	1
241	8	1
244	69	1
244	505	1
244	799	1
859	870	1
246	455	1
246	97	1
247	713	1
248	763	1
249	954	1
249	538	1
249	22	1
249	257	1
251	204	1
252	290	1
253	799	1
253	648	1
253	396	1
254	819	1
255	698	1
255	887	1
260	440	1
862	595	1
862	730	1
262	145	1
263	789	1
265	431	1
267	208	1
269	232	1
269	401	1
269	570	1
865	408	1
865	809	1
271	985	1
273	732	1
273	158	1
273	91	1
274	729	1
275	54	1
278	950	1
869	101	1
281	726	1
282	399	1
282	168	1
282	886	1
283	365	1
285	319	1
285	931	1
285	895	1
971	760	1
971	740	1
286	575	1
288	522	1
288	265	1
972	519	1
972	289	1
291	407	1
294	2	1
296	381	1
298	889	1
870	814	1
870	340	1
301	203	1
304	708	1
305	876	1
305	391	1
306	273	1
306	339	1
306	196	1
308	245	1
308	72	1
309	356	1
309	941	1
309	741	1
309	689	1
313	396	1
314	660	1
316	146	1
316	546	1
873	103	1
873	446	1
317	377	1
317	137	1
318	183	1
318	250	1
321	898	1
321	800	1
321	14	1
323	873	1
324	158	1
324	790	1
325	429	1
327	184	1
327	608	1
327	862	1
328	233	1
329	334	1
330	78	1
331	58	1
331	303	1
331	141	1
333	40	1
334	448	1
335	917	1
335	176	1
875	768	1
336	389	1
338	6	1
339	516	1
340	441	1
341	48	1
344	223	1
876	892	1
877	768	1
349	551	1
350	188	1
350	469	1
351	560	1
353	447	1
354	566	1
355	813	1
356	669	1
358	507	1
358	634	1
362	387	1
363	516	1
365	623	1
366	506	1
882	926	1
369	324	1
372	617	1
372	627	1
372	598	1
374	446	1
374	968	1
374	46	1
375	682	1
377	839	1
883	65	1
379	978	1
379	176	1
381	774	1
884	653	1
884	891	1
383	840	1
384	33	1
384	505	1
384	741	1
385	557	1
385	313	1
386	213	1
387	695	1
387	908	1
388	798	1
389	35	1
389	192	1
391	952	1
393	39	1
394	808	1
396	238	1
397	485	1
397	26	1
400	395	1
401	650	1
403	953	1
404	925	1
405	616	1
407	379	1
409	740	1
411	871	1
411	115	1
412	885	1
887	920	1
888	272	1
415	641	1
415	232	1
415	719	1
418	527	1
421	63	1
977	286	1
422	5	1
424	494	1
425	504	1
425	437	1
427	953	1
428	252	1
428	454	1
429	840	1
430	215	1
431	488	1
431	763	1
431	803	1
432	948	1
889	553	1
889	756	1
434	319	1
434	367	1
435	278	1
435	560	1
435	587	1
436	643	1
437	891	1
440	832	1
440	377	1
441	429	1
441	985	1
441	422	1
443	7	1
444	197	1
445	456	1
892	324	1
448	527	1
893	644	1
454	659	1
455	803	1
457	894	1
457	804	1
457	825	1
457	947	1
458	489	1
458	452	1
459	780	1
459	584	1
460	724	1
460	872	1
460	323	1
463	973	1
464	441	1
464	30	1
465	901	1
465	43	1
465	810	1
466	894	1
466	831	1
470	238	1
470	848	1
470	953	1
476	125	1
477	182	1
477	693	1
477	470	1
479	880	1
895	220	1
482	852	1
485	58	1
485	232	1
488	353	1
491	755	1
491	722	1
492	24	1
492	884	1
492	583	1
493	863	1
496	821	1
496	845	1
898	866	1
898	804	1
497	245	1
980	402	1
980	960	1
899	539	1
899	761	1
498	552	1
981	869	1
500	478	1
501	37	1
501	401	1
503	934	1
505	972	1
506	790	1
506	152	1
506	111	1
508	933	1
509	71	1
509	107	1
511	215	1
511	496	1
514	190	1
515	276	1
515	21	1
519	957	1
522	91	1
524	955	1
526	654	1
526	361	1
903	404	1
903	432	1
529	136	1
904	171	1
535	24	1
535	325	1
535	357	1
541	509	1
545	285	1
906	1000	1
547	487	1
547	880	1
552	341	1
552	791	1
552	275	1
554	438	1
558	201	1
560	195	1
560	774	1
561	174	1
561	208	1
563	204	1
564	275	1
566	187	1
909	929	1
984	232	1
984	181	1
568	389	1
569	372	1
910	236	1
570	769	1
575	914	1
576	737	1
577	601	1
579	872	1
581	770	1
581	364	1
581	914	1
581	47	1
581	984	1
585	665	1
586	553	1
587	700	1
587	447	1
589	677	1
589	888	1
590	645	1
590	648	1
590	47	1
590	689	1
594	746	1
594	928	1
986	533	1
595	785	1
596	444	1
597	295	1
598	735	1
598	360	1
598	141	1
599	498	1
599	772	1
601	470	1
601	462	1
601	801	1
602	820	1
603	728	1
604	147	1
606	498	1
606	793	1
606	617	1
607	303	1
607	490	1
609	682	1
609	415	1
609	649	1
609	696	1
613	160	1
616	954	1
616	229	1
617	920	1
617	462	1
913	785	1
618	515	1
619	287	1
622	314	1
622	235	1
914	5	1
623	171	1
623	817	1
623	518	1
624	679	1
626	936	1
628	579	1
632	341	1
632	70	1
635	119	1
636	675	1
637	888	1
638	747	1
638	485	1
639	194	1
