5	567	1
5	356	1
10	40	1
807	837	1
12	880	1
808	939	1
16	683	1
18	426	1
19	355	1
19	505	1
20	461	1
21	887	1
21	329	1
809	243	1
22	128	1
24	836	1
25	816	1
25	277	1
813	374	1
813	562	1
28	524	1
28	548	1
29	912	1
31	300	1
32	534	1
815	362	1
33	327	1
34	576	1
36	694	1
36	481	1
38	284	1
38	613	1
39	67	1
39	128	1
39	344	1
39	32	1
39	697	1
40	211	1
41	585	1
816	12	1
43	410	1
44	27	1
45	78	1
46	8	1
47	695	1
47	748	1
47	101	1
48	695	1
49	937	1
49	591	1
49	520	1
49	228	1
50	215	1
819	151	1
819	392	1
821	858	1
821	588	1
52	664	1
56	431	1
56	182	1
56	143	1
57	281	1
57	469	1
58	764	1
59	585	1
59	247	1
61	662	1
62	420	1
65	47	1
67	229	1
67	772	1
68	842	1
68	222	1
823	49	1
823	333	1
70	379	1
71	552	1
72	678	1
73	749	1
74	915	1
77	306	1
77	154	1
78	455	1
78	790	1
78	2	1
81	579	1
81	487	1
83	801	1
83	700	1
83	91	1
83	3	1
83	702	1
84	183	1
84	836	1
85	56	1
825	482	1
92	918	1
92	712	1
827	679	1
93	531	1
95	902	1
828	230	1
96	486	1
97	152	1
98	253	1
98	745	1
98	638	1
829	31	1
99	885	1
830	645	1
101	350	1
831	53	1
103	414	1
104	359	1
832	321	1
833	545	1
834	53	1
107	106	1
110	550	1
110	435	1
835	589	1
835	475	1
117	126	1
118	847	1
118	358	1
119	168	1
120	751	1
120	98	1
121	375	1
121	941	1
836	86	1
836	424	1
122	363	1
127	849	1
127	597	1
127	946	1
128	118	1
128	681	1
131	415	1
132	700	1
133	358	1
133	403	1
134	36	1
134	7	1
135	934	1
839	103	1
136	261	1
138	651	1
141	924	1
143	431	1
145	566	1
146	47	1
146	310	1
147	570	1
148	898	1
148	257	1
150	698	1
151	5	1
151	938	1
155	224	1
157	537	1
158	265	1
840	359	1
164	901	1
166	493	1
843	270	1
844	636	1
845	290	1
170	652	1
173	310	1
846	601	1
848	344	1
176	186	1
177	238	1
179	859	1
849	794	1
849	23	1
850	89	1
180	75	1
181	281	1
181	802	1
182	560	1
182	278	1
183	806	1
184	298	1
184	926	1
185	95	1
186	606	1
187	566	1
851	327	1
188	581	1
188	192	1
194	182	1
852	514	1
195	344	1
198	139	1
199	412	1
199	368	1
201	632	1
202	146	1
206	134	1
207	258	1
211	889	1
212	309	1
212	650	1
213	947	1
854	414	1
854	148	1
214	392	1
214	493	1
215	871	1
216	42	1
217	90	1
217	915	1
218	456	1
218	519	1
220	136	1
855	779	1
855	580	1
856	239	1
222	600	1
225	334	1
226	42	1
227	405	1
228	9	1
230	776	1
233	414	1
234	748	1
238	693	1
239	731	1
857	750	1
240	851	1
241	190	1
858	852	1
859	274	1
247	553	1
251	50	1
251	800	1
252	676	1
253	415	1
253	404	1
254	650	1
860	926	1
257	342	1
258	683	1
259	124	1
861	443	1
861	400	1
862	226	1
862	948	1
862	907	1
261	533	1
263	12	1
263	548	1
863	184	1
266	583	1
269	817	1
269	364	1
865	945	1
866	63	1
866	804	1
867	523	1
867	441	1
271	824	1
272	286	1
272	698	1
273	99	1
273	488	1
273	341	1
274	872	1
274	240	1
868	262	1
278	541	1
279	137	1
280	453	1
280	49	1
869	289	1
869	37	1
869	505	1
283	324	1
283	90	1
291	840	1
292	178	1
292	145	1
292	439	1
294	193	1
294	91	1
296	195	1
297	394	1
297	956	1
299	647	1
301	946	1
302	382	1
302	663	1
304	407	1
872	258	1
310	232	1
312	456	1
312	811	1
314	256	1
314	819	1
873	694	1
317	386	1
318	356	1
319	552	1
320	913	1
321	542	1
323	813	1
323	270	1
330	6	1
330	288	1
331	530	1
875	410	1
336	205	1
336	783	1
336	878	1
337	664	1
339	429	1
341	950	1
344	45	1
344	182	1
344	557	1
345	759	1
345	563	1
346	781	1
346	461	1
876	185	1
347	944	1
877	423	1
877	886	1
349	334	1
349	236	1
349	874	1
350	546	1
351	77	1
352	428	1
879	593	1
354	16	1
355	338	1
355	873	1
357	267	1
357	172	1
357	233	1
358	330	1
358	639	1
360	601	1
361	920	1
362	537	1
881	725	1
881	482	1
881	535	1
363	251	1
363	784	1
365	380	1
366	477	1
366	920	1
366	455	1
367	194	1
368	716	1
371	322	1
371	519	1
372	455	1
372	932	1
373	910	1
373	328	1
375	281	1
375	350	1
375	622	1
377	502	1
883	376	1
380	299	1
381	434	1
382	892	1
385	590	1
386	23	1
386	642	1
390	546	1
391	497	1
886	31	1
399	637	1
401	253	1
403	71	1
403	680	1
409	274	1
410	593	1
415	461	1
415	745	1
415	795	1
415	590	1
416	557	1
416	483	1
418	736	1
420	208	1
425	694	1
427	341	1
427	163	1
430	871	1
431	67	1
431	132	1
431	705	1
889	926	1
434	389	1
434	932	1
435	387	1
435	448	1
436	546	1
437	8	1
440	853	1
441	664	1
443	138	1
890	934	1
891	873	1
891	446	1
892	182	1
892	71	1
892	771	1
448	745	1
448	570	1
453	896	1
893	820	1
454	841	1
455	431	1
456	30	1
456	870	1
459	289	1
459	742	1
460	99	1
461	131	1
463	480	1
465	684	1
467	757	1
469	309	1
469	397	1
471	290	1
475	849	1
477	575	1
478	433	1
895	545	1
895	125	1
895	704	1
483	921	1
483	937	1
484	144	1
485	269	1
485	238	1
486	796	1
487	108	1
896	950	1
489	92	1
489	402	1
490	751	1
490	500	1
491	617	1
491	702	1
491	45	1
492	79	1
493	51	1
496	285	1
496	621	1
497	747	1
899	456	1
498	296	1
501	284	1
502	430	1
503	822	1
505	448	1
505	869	1
506	369	1
506	871	1
507	403	1
507	722	1
509	516	1
510	928	1
900	209	1
900	196	1
514	891	1
901	844	1
515	33	1
902	686	1
902	687	1
516	771	1
516	403	1
517	482	1
519	426	1
520	303	1
520	907	1
520	433	1
521	317	1
521	428	1
521	936	1
524	634	1
524	98	1
524	449	1
525	521	1
526	229	1
526	843	1
532	188	1
904	44	1
904	731	1
904	949	1
534	622	1
534	741	1
535	439	1
536	699	1
905	318	1
539	345	1
542	22	1
543	1	1
543	824	1
544	786	1
544	221	1
906	917	1
906	481	1
546	147	1
546	411	1
546	660	1
907	210	1
547	240	1
549	927	1
550	950	1
551	948	1
552	132	1
555	329	1
555	18	1
556	841	1
557	812	1
557	374	1
557	899	1
558	638	1
560	313	1
560	727	1
561	233	1
563	651	1
563	108	1
564	362	1
566	210	1
909	898	1
909	511	1
567	26	1
569	162	1
569	56	1
910	209	1
570	741	1
571	754	1
571	729	1
571	743	1
572	345	1
572	105	1
573	877	1
573	407	1
575	141	1
577	71	1
578	594	1
580	34	1
581	208	1
583	126	1
585	802	1
585	764	1
588	241	1
593	365	1
594	666	1
595	878	1
596	484	1
596	127	1
597	894	1
598	248	1
598	727	1
598	656	1
599	116	1
600	780	1
601	441	1
601	273	1
602	925	1
604	485	1
605	572	1
605	547	1
911	428	1
608	92	1
608	903	1
612	673	1
613	232	1
913	902	1
618	433	1
620	629	1
620	757	1
620	450	1
621	931	1
621	894	1
622	265	1
622	156	1
622	436	1
623	299	1
623	42	1
625	500	1
915	16	1
915	864	1
915	217	1
916	95	1
916	578	1
917	875	1
918	591	1
918	937	1
629	887	1
632	721	1
632	844	1
633	810	1
633	304	1
635	243	1
638	939	1
639	265	1
640	612	1
642	325	1
920	99	1
920	110	1
644	289	1
644	719	1
646	882	1
922	109	1
923	115	1
924	607	1
648	181	1
648	914	1
649	356	1
653	725	1
656	296	1
656	344	1
656	369	1
657	814	1
658	101	1
661	29	1
665	173	1
665	252	1
666	444	1
667	679	1
667	953	1
667	393	1
668	109	1
668	897	1
669	208	1
670	714	1
672	822	1
672	494	1
673	488	1
674	188	1
675	832	1
675	215	1
675	127	1
928	905	1
678	590	1
678	826	1
678	706	1
679	106	1
681	56	1
682	396	1
929	76	1
929	818	1
683	856	1
930	623	1
930	884	1
688	146	1
690	191	1
692	908	1
692	189	1
931	936	1
931	866	1
695	26	1
933	105	1
933	837	1
697	595	1
697	116	1
698	4	1
699	659	1
700	403	1
705	294	1
705	735	1
705	97	1
708	467	1
709	470	1
710	51	1
711	919	1
714	212	1
714	160	1
935	368	1
716	148	1
717	205	1
720	474	1
721	31	1
722	339	1
722	694	1
723	398	1
726	795	1
727	193	1
728	339	1
729	924	1
730	16	1
730	672	1
731	536	1
732	152	1
732	728	1
734	937	1
734	105	1
734	461	1
735	306	1
736	836	1
937	241	1
737	322	1
737	806	1
738	464	1
740	292	1
939	258	1
939	754	1
741	826	1
742	340	1
940	805	1
942	171	1
942	850	1
943	120	1
745	173	1
747	535	1
748	745	1
748	232	1
753	782	1
755	17	1
755	393	1
755	544	1
945	888	1
945	924	1
757	829	1
758	590	1
761	52	1
948	867	1
763	447	1
764	289	1
950	242	1
769	613	1
770	711	1
770	695	1
770	799	1
771	229	1
951	838	1
951	641	1
951	199	1
952	165	1
952	579	1
776	487	1
777	564	1
779	258	1
781	244	1
786	158	1
787	946	1
954	808	1
954	177	1
790	792	1
790	453	1
791	815	1
792	344	1
792	435	1
793	435	1
955	748	1
955	590	1
795	611	1
795	461	1
795	96	1
795	484	1
795	401	1
801	161	1
801	360	1
956	597	1
802	147	1
803	85	1
